CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JH125339,01/23/2024 02:10:00 PM,011XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1232,28,06,1169110,1894866,41.86702863,-87.654645662,"(41.86702863, -87.654645662)"
JH242399,04/28/2024 05:05:00 PM,011XX E 55TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,235,5,14,1184442,1868757,41.795037464,-87.59917979,"(41.795037464, -87.59917979)"
JH195802,03/21/2024 03:00:00 AM,011XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1531,37,08B,1142490,1907046,41.900987979,-87.752069147,"(41.900987979, -87.752069147)"
JG463924,10/14/2023 10:44:00 PM,109XX S DOTY AVE W,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,513,9,06,1185440,1832668,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
JH255841,03/14/2024 08:00:00 AM,037XX W 55TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,822,23,11,1152423,1867537,41.792379972,-87.716626288,"(41.792379972, -87.716626288)"
JH185885,03/13/2024 06:10:00 AM,009XX N KARLOV AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1111,37,03,1148882,1905916,41.897765897,-87.72861986,"(41.897765897, -87.72861986)"
JH188106,03/13/2024 08:00:00 AM,068XX S LOOMIS BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,724,17,05,1168176,1859427,41.769800515,-87.659095346,"(41.769800515, -87.659095346)"
JG415429,09/06/2023 01:00:00 PM,034XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1412,35,06,1153078,1918408,41.931962854,-87.712876373,"(41.931962854, -87.712876373)"
JH274549,05/22/2024 04:57:00 PM,079XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,835,18,06,1161754,1852117,41.749876545,-87.682838316,"(41.749876545, -87.682838316)"
JG505009,11/13/2023 07:00:00 PM,057XX S KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,813,13,05,1148680,1866229,41.788863477,-87.730385136,"(41.788863477, -87.730385136)"
JG464372,10/15/2023 12:50:00 AM,040XX N PITTSBURGH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),N,N,1614,38,26,1120340,1925812,41.952867493,-87.833027482,"(41.952867493, -87.833027482)"
JH129659,01/26/2024 10:00:00 PM,002XX E HURON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,1834,2,02,1178046,1905133,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JH163609,02/23/2024 11:00:00 PM,055XX W DRUMMOND PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2514,31,14,1138984,1917070,41.928559441,-87.764703031,"(41.928559441, -87.764703031)"
JG429896,09/18/2023 09:50:00 PM,071XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2424,49,07,1163300,1947549,42.011717798,-87.674488437,"(42.011717798, -87.674488437)"
JG476723,10/17/2023 12:00:00 AM,072XX S DAMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,735,17,11,1164275,1856726,41.762471627,-87.673470705,"(41.762471627, -87.673470705)"
JG404037,08/30/2023 12:30:00 PM,056XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,711,16,07,1172261,1867550,41.792002104,-87.643882805,"(41.792002104, -87.643882805)"
JG528710,12/04/2023 05:19:00 PM,055XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,824,14,06,1155991,1867743,41.792874284,-87.703537299,"(41.792874284, -87.703537299)"
JH163406,02/22/2024 01:25:00 PM,082XX S BUFFALO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,424,7,14,1199578,1850784,41.745350398,-87.54428188,"(41.745350398, -87.54428188)"
JG546339,12/17/2023 07:00:00 PM,006XX W HOBBIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1822,27,14,1171555,1907328,41.901171784,-87.645303011,"(41.901171784, -87.645303011)"
JH277709,05/24/2024 06:00:00 PM,002XX E 73RD ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,323,6,07,1179085,1856666,41.761982403,-87.619191949,"(41.761982403, -87.619191949)"
JG543681,12/16/2023 06:41:00 PM,025XX N HALSTED ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1935,43,08B,1170506,1917255,41.92843502,-87.648865054,"(41.92843502, -87.648865054)"
JG519500,11/27/2023 03:19:00 PM,048XX N DAMEN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2032,47,06,1162138,1932049,41.969209738,-87.679199562,"(41.969209738, -87.679199562)"
JG450434,10/03/2023 08:00:00 PM,016XX W ERIE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1215,1,06,1165259,1904418,41.893322766,-87.668511501,"(41.893322766, -87.668511501)"
JG467774,10/17/2023 07:12:00 PM,0000X E GARFIELD BLVD,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,225,20,08A,1177359,1868434,41.794314175,-87.625162711,"(41.794314175, -87.625162711)"
JH281686,05/27/2024 12:00:00 PM,065XX N FRANCISCO AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2412,50,07,1155811,1943318,42.000262625,-87.702158604,"(42.000262625, -87.702158604)"
JG458830,10/09/2023 10:42:00 PM,057XX S THROOP ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,713,16,26,1168641,1866616,41.789517996,-87.657183653,"(41.789517996, -87.657183653)"
JH304732,06/13/2024 08:00:00 AM,024XX N AUSTIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,2515,30,08B,1135991,1915574,41.924508188,-87.775737215,"(41.924508188, -87.775737215)"
JH242392,04/28/2024 12:00:00 PM,075XX S EXCHANGE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,421,7,04B,1195459,1855385,41.758078549,-87.559222587,"(41.758078549, -87.559222587)"
JG560815,12/31/2023 12:54:00 PM,065XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,723,16,06,1172095,1861462,41.775299593,-87.644670291,"(41.775299593, -87.644670291)"
JG535134,12/09/2023 05:00:00 PM,015XX W HUBBARD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1215,27,06,1165915,1903175,41.889897909,-87.666137756,"(41.889897909, -87.666137756)"
JG510724,11/19/2023 04:47:00 PM,072XX N SHERIDAN RD,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,N,N,2423,49,04B,1166254,1948079,42.013109225,-87.663604147,"(42.013109225, -87.663604147)"
JG520309,11/21/2023 09:00:00 AM,035XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1925,46,14,1171056,1923780,41.946327821,-87.646651954,"(41.946327821, -87.646651954)"
JH270282,05/18/2024 05:30:00 PM,066XX S ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,831,23,07,1154206,1860524,41.773099965,-87.710274558,"(41.773099965, -87.710274558)"
JG442041,09/28/2023 07:05:00 AM,0000X E 101ST PL,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,N,N,511,9,04B,1178524,1837690,41.709922693,-87.62182304,"(41.709922693, -87.62182304)"
JG480832,10/27/2023 08:45:00 AM,015XX S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,131,3,08B,1176584,1892788,41.861161041,-87.627270627,"(41.861161041, -87.627270627)"
JH159257,02/20/2024 02:18:00 PM,048XX W BLOOMINGDALE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,2533,37,24,1143704,1911529,41.913267163,-87.747497515,"(41.913267163, -87.747497515)"
JG528800,12/04/2023 12:00:00 AM,021XX S WENTWORTH AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,914,11,03,1175377,1889918,41.853312711,-87.63178731,"(41.853312711, -87.63178731)"
JH147177,02/02/2024 04:13:00 PM,034XX W HARRISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1133,24,06,1153617,1897151,41.873620952,-87.711461895,"(41.873620952, -87.711461895)"
JH101372,01/02/2024 04:15:00 AM,016XX E 54TH ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,234,5,06,1188320,1869918,41.79813157,-87.584922299,"(41.79813157, -87.584922299)"
JH154376,02/14/2024 12:15:00 PM,017XX E 79TH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,414,8,06,1189464,1852949,41.751539881,-87.581271298,"(41.751539881, -87.581271298)"
JG446494,10/01/2023 03:30:00 PM,020XX N SEDGWICK ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1814,43,07,1173260,1913927,41.919242072,-87.638844194,"(41.919242072, -87.638844194)"
JH233539,04/21/2024 11:45:00 AM,069XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,Y,833,23,14,1149713,1858158,41.766695414,-87.726806161,"(41.766695414, -87.726806161)"
JG559309,12/30/2023 01:50:00 AM,023XX W MADISON ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1223,27,03,1160918,1899964,41.881191799,-87.684578085,"(41.881191799, -87.684578085)"
JH183611,03/11/2024 03:00:00 AM,003XX N DEARBORN ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1831,42,06,1175883,1902625,41.88817016,-87.629547745,"(41.88817016, -87.629547745)"
JH148910,02/11/2024 09:20:00 PM,001XX N DEARBORN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,111,42,07,1175916,1901339,41.884640562,-87.629465296,"(41.884640562, -87.629465296)"
JG524065,12/01/2023 04:20:00 AM,047XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,224,3,08B,1177955,1873675,41.808682468,-87.622818354,"(41.808682468, -87.622818354)"
JH140945,01/23/2024 12:00:00 AM,077XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,611,17,11,1166355,1853387,41.753264913,-87.665942121,"(41.753264913, -87.665942121)"
JH212507,02/23/2024 11:57:00 AM,037XX W BERTEAU AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1723,39,26,1150542,1927650,41.957373608,-87.721953621,"(41.957373608, -87.721953621)"
JG546900,12/19/2023 11:00:00 AM,009XX N LAKE SHORE DR,0810,THEFT,OVER $500,STREET,N,N,1833,2,06,1178543,1907201,41.900666632,-87.619639652,"(41.900666632, -87.619639652)"
JH204114,03/28/2024 03:00:00 AM,009XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1932,43,14,1169719,1916145,41.925406329,-87.651789407,"(41.925406329, -87.651789407)"
JG487753,11/01/2023 06:50:00 PM,053XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1614,41,08B,1119314,1934514,41.976763216,-87.836613764,"(41.976763216, -87.836613764)"
JG505722,11/15/2023 06:45:00 PM,075XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,421,7,08B,1194834,1855477,41.758346414,-87.561510075,"(41.758346414, -87.561510075)"
JH123711,11/30/2023 04:38:00 PM,036XX W 65TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,823,23,06,1153109,1861261,41.775144146,-87.714276487,"(41.775144146, -87.714276487)"
JG433710,09/13/2023 12:00:00 PM,003XX W 64TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,N,N,722,20,02,1175044,1862506,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
JG443539,09/29/2023 10:30:00 AM,001XX W ONTARIO ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1832,42,08A,1175327,1904462,41.893223483,-87.63153437,"(41.893223483, -87.63153437)"
JG484022,10/29/2023 09:00:00 PM,004XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,N,N,1821,27,11,1173175,1908290,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
JG476887,10/04/2023 10:32:00 PM,026XX N SAWYER AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",DRIVEWAY - RESIDENTIAL,N,N,1412,35,07,1154026,1917402,41.929183432,-87.709419495,"(41.929183432, -87.709419495)"
JH229055,04/15/2024 12:30:00 PM,051XX N DAMEN AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,2032,40,08B,1162074,1934195,41.975099794,-87.679374655,"(41.975099794, -87.679374655)"
JH188055,03/14/2024 07:41:00 PM,026XX W FLETCHER ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1411,35,03,1158265,1920845,41.938545561,-87.693748034,"(41.938545561, -87.693748034)"
JG507076,11/10/2023 07:00:00 PM,026XX W GEORGE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1411,35,07,1158086,1919157,41.933917237,-87.694452134,"(41.933917237, -87.694452134)"
JG474588,10/22/2023 07:00:00 PM,013XX W TAYLOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1231,28,14,1167456,1895700,41.869352917,-87.660693695,"(41.869352917, -87.660693695)"
JG537599,12/09/2023 04:00:00 AM,036XX N PONTIAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1631,38,14,1119757,1923030,41.945242646,-87.835230113,"(41.945242646, -87.835230113)"
JH105771,01/05/2024 03:16:00 AM,078XX W ROSEDALE AVE,0810,THEFT,OVER $500,STREET,N,N,1612,41,06,1123202,1938476,41.987572614,-87.822228619,"(41.987572614, -87.822228619)"
JG542122,12/14/2023 10:15:00 AM,035XX S PULASKI RD,2820,OTHER OFFENSE,TELEPHONE THREAT,WAREHOUSE,N,N,1031,22,08A,1150261,1881205,41.829929212,-87.724198877,"(41.829929212, -87.724198877)"
JG472359,10/21/2023 04:13:00 AM,073XX W ADDISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1631,38,07,1126340,1923048,41.945184515,-87.811032547,"(41.945184515, -87.811032547)"
JG533207,12/08/2023 07:00:00 AM,014XX S MICHIGAN AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,MEDICAL / DENTAL OFFICE,N,N,132,3,24,1177450,1893632,41.863457443,-87.624066159,"(41.863457443, -87.624066159)"
JH214851,04/06/2024 12:05:00 PM,007XX N RIDGEWAY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1112,27,14,1151255,1904667,41.894292287,-87.719936817,"(41.894292287, -87.719936817)"
JH140410,02/04/2024 11:00:00 PM,048XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,933,20,08B,1168809,1872669,41.806124488,-87.656392868,"(41.806124488, -87.656392868)"
JH253241,05/06/2024 10:00:00 PM,070XX S ASHLAND AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,734,17,04B,1166899,1857936,41.76573639,-87.66381882,"(41.76573639, -87.66381882)"
JG456968,10/09/2023 12:00:00 AM,122XX S CARONDOLET AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,433,10,08B,1198377,1823935,41.671704449,-87.549577859,"(41.671704449, -87.549577859)"
JH289277,06/02/2024 03:30:00 PM,038XX N SACRAMENTO AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1733,33,08A,1155703,1925325,41.950891054,-87.703042937,"(41.950891054, -87.703042937)"
JH169671,02/28/2024 08:00:00 PM,105XX S AVENUE J,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,432,10,07,1202502,1835779,41.704101513,-87.534078598,"(41.704101513, -87.534078598)"
JG549065,12/19/2023 02:13:00 PM,058XX N BERNARD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1711,39,06,1152324,1938583,41.98733936,-87.715112339,"(41.98733936, -87.715112339)"
JG439520,09/26/2023 09:15:00 AM,001XX E 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,232,20,08B,1178354,1865264,41.785592838,-87.621610341,"(41.785592838, -87.621610341)"
JH192562,03/18/2024 01:02:00 PM,012XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2535,37,14,1149495,1907880,41.903143435,-87.726317316,"(41.903143435, -87.726317316)"
JH301377,06/10/2024 07:24:00 AM,054XX S NAGLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,811,23,07,1134303,1867826,41.793510521,-87.783064206,"(41.793510521, -87.783064206)"
JH144570,02/07/2024 08:00:00 PM,016XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2423,49,14,1164219,1947023,42.010254985,-87.671122009,"(42.010254985, -87.671122009)"
JH200609,03/25/2024 10:40:00 AM,062XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,Y,Y,713,16,08B,1166742,1863281,41.780407115,-87.66424186,"(41.780407115, -87.66424186)"
JH199516,03/24/2024 03:00:00 AM,002XX W SWANN ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,N,N,925,3,07,1175246,1874083,41.809863087,-87.632742116,"(41.809863087, -87.632742116)"
JG447099,09/27/2023 05:04:00 AM,013XX W FOSTER AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,,N,N,2033,47,11,1166287,1934651,41.976261775,-87.663868994,"(41.976261775, -87.663868994)"
JH276989,05/24/2024 03:15:00 AM,028XX W DEVON AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESTAURANT,N,N,2412,50,05,1156021,1942324,41.997530797,-87.701413044,"(41.997530797, -87.701413044)"
JG559235,12/29/2023 11:00:00 PM,002XX W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,N,Y,634,9,14,1176403,1841946,41.721649571,-87.629463017,"(41.721649571, -87.629463017)"
JH104223,01/04/2024 12:34:00 PM,048XX W VAN BUREN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,N,N,1533,29,15,1144137,1897572,41.874959427,-87.746257594,"(41.874959427, -87.746257594)"
JH299493,06/09/2024 10:00:00 PM,001XX N STREETER DR,0880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,1834,42,06,1181153,1903531,41.890536025,-87.61016673,"(41.890536025, -87.61016673)"
JG479937,10/26/2023 03:27:00 PM,067XX S CRANDON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,331,5,08B,1192486,1860637,41.772563336,-87.569947287,"(41.772563336, -87.569947287)"
JG558971,12/29/2023 05:36:00 PM,103XX S OGLESBY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,434,7,14,1193854,1836897,41.707385305,-87.565708918,"(41.707385305, -87.565708918)"
JH110656,01/10/2024 06:18:00 AM,053XX N GLENWOOD AVE,0560,ASSAULT,SIMPLE,STREET,N,Y,2013,48,08A,1166016,1935749,41.979280529,-87.664834054,"(41.979280529, -87.664834054)"
JG421216,09/12/2023 01:00:00 AM,028XX W CHICAGO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1211,36,05,1157088,1905202,41.895643946,-87.698499366,"(41.895643946, -87.698499366)"
JH209322,04/01/2024 07:20:00 PM,050XX W MONTANA ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,2521,31,26,1142314,1915834,41.925106478,-87.752497018,"(41.925106478, -87.752497018)"
JH250875,05/05/2024 03:15:00 AM,078XX S ELLIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,Y,624,8,14,1184253,1853180,41.752297175,-87.600359675,"(41.752297175, -87.600359675)"
JG518321,11/26/2023 02:30:00 PM,033XX W 13TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,LIBRARY,Y,Y,1021,24,20,1154098,1893840,41.864525633,-87.709784193,"(41.864525633, -87.709784193)"
JG555514,12/26/2023 05:30:00 AM,065XX N LAKEWOOD AVE,0810,THEFT,OVER $500,STREET,N,N,2432,49,06,1166307,1944047,42.002044211,-87.663525206,"(42.002044211, -87.663525206)"
JG483525,10/29/2023 03:38:00 PM,007XX W MARQUETTE RD,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,Y,N,723,6,08A,1172544,1860445,41.772498948,-87.64305424,"(41.772498948, -87.64305424)"
JH161823,02/13/2024 03:30:00 PM,039XX W WILCOX ST,0580,STALKING,SIMPLE,STREET,N,N,1122,28,08A,1150127,1899045,41.878886971,-87.724226209,"(41.878886971, -87.724226209)"
JH176223,03/03/2024 08:00:00 PM,082XX S ELLIS AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,631,8,05,1184330,1850584,41.745171682,-87.600158569,"(41.745171682, -87.600158569)"
JG475907,10/24/2023 04:28:00 AM,078XX S LAFLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,17,14,1167476,1852747,41.751484728,-87.661852377,"(41.751484728, -87.661852377)"
JH217454,04/05/2024 03:12:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1811,32,06,1164140,1915989,41.925098106,-87.672293669,"(41.925098106, -87.672293669)"
JH137425,02/01/2024 09:30:00 PM,022XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,914,11,14,1175325,1889423,41.851955561,-87.631993005,"(41.851955561, -87.631993005)"
JH166104,02/25/2024 11:30:00 PM,086XX W FOSTER AVE,0810,THEFT,OVER $500,STREET,N,N,1614,41,06,1118085,1933426,41.973797081,-87.841156435,"(41.973797081, -87.841156435)"
JG439893,09/25/2023 05:30:00 PM,017XX N CLARK ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1814,43,06,1174732,1912103,41.914204099,-87.633490624,"(41.914204099, -87.633490624)"
JH163813,02/24/2024 07:30:00 AM,038XX W 61ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,823,23,14,1151799,1863548,41.781445809,-87.71901894,"(41.781445809, -87.71901894)"
JG446803,10/01/2023 08:20:00 PM,118XX S LA SALLE ST,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,N,N,522,9,04B,1177388,1826424,41.679032835,-87.626321881,"(41.679032835, -87.626321881)"
JH309179,06/17/2024 03:05:00 AM,015XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2534,36,08B,1148438,1909766,41.908339268,-87.730151211,"(41.908339268, -87.730151211)"
JH171198,01/22/2024 08:00:00 PM,021XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1024,24,14,1153752,1889470,41.852540744,-87.711170609,"(41.852540744, -87.711170609)"
JG427099,09/16/2023 05:26:00 PM,020XX W 95TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2213,19,07,1164664,1841644,41.721076172,-87.672469468,"(41.721076172, -87.672469468)"
JG424128,09/13/2023 04:00:00 PM,028XX W 63RD ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,823,15,08B,1158365,1862738,41.779091808,-87.694968318,"(41.779091808, -87.694968318)"
JG512292,11/20/2023 03:00:00 PM,068XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,322,6,14,1178342,1859705,41.770338643,-87.621822976,"(41.770338643, -87.621822976)"
JH199439,03/22/2024 05:41:00 AM,013XX E 76TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,411,8,26,1186645,1854876,41.756894907,-87.591540558,"(41.756894907, -87.591540558)"
JH273288,05/21/2024 06:58:00 PM,031XX N RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,1411,35,08B,1156170,1920518,41.937690883,-87.701456527,"(41.937690883, -87.701456527)"
JG510461,11/17/2023 03:00:00 PM,077XX S ST LOUIS AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,835,18,07,1154388,1853123,41.752786823,-87.709804045,"(41.752786823, -87.709804045)"
JH185496,03/12/2024 07:30:00 PM,011XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1232,34,08B,1168548,1895069,41.867597853,-87.656702953,"(41.867597853, -87.656702953)"
JG488625,11/02/2023 02:23:00 PM,029XX S POPLAR AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARK PROPERTY,Y,N,913,11,15,1170627,1885385,41.84097894,-87.649353839,"(41.84097894, -87.649353839)"
JH155831,02/17/2024 01:10:00 PM,064XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2512,36,06,1133118,1915251,41.923672617,-87.786301606,"(41.923672617, -87.786301606)"
JH252856,04/21/2024 04:00:00 PM,036XX N WILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,1923,44,14,1169285,1924405,41.948081595,-87.653143308,"(41.948081595, -87.653143308)"
JH289930,06/02/2024 04:00:00 PM,108XX S AVENUE M,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,N,N,432,10,07,1201533,1833714,41.698459598,-87.537696673,"(41.698459598, -87.537696673)"
JH170972,02/26/2024 12:00:00 AM,079XX S DREXEL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,624,8,26,1183611,1852500,41.750446169,-87.602733461,"(41.750446169, -87.602733461)"
